#OTU ID,AB2a143A,AB2a143B,AB2a200A,AB2a200B,AB2a237A,AB2a237B,AB2a247A,AB2a247B,AB2a267A,AB2a267B,AB2a900A,AB2a900B,AB2b143A,AB2b143B,AB2b200A,AB2b200B,AB2b237A,AB2b237B,AB2b247A,AB2b247B,AB2b267A,AB2b267B,AB2b900A,AB2b900B,taxonomy
denovo325914,227,98,0,61,109,9,10,0,0,3,0,0,93,67,550,262,40,9,5,3,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo283467,0,2,0,0,0,1,0,5,0,0,140,581,0,5,0,0,0,0,0,3,0,3,65,258,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo263948,11,200,0,80,11,61,1,0,0,25,0,0,0,119,3,11,5,156,0,47,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Deep_1;  __uncultured_bacterium
denovo14361,0,0,0,13,10,63,17,69,0,208,0,0,0,0,0,0,2,233,5,680,2,176,0,0,Bacteria;  __Bacteroidetes;  __Cytophagia;  __Cytophagales;  __Cytophagaceae;  __Hymenobacter;  __uncultured_bacterium
denovo105699,0,59,0,116,0,23,0,0,0,4,0,0,0,89,0,17,2,45,0,29,0,1,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __ZD0405;  __uncultured_bacterium
denovo94583,28,5,0,3,57,0,4,0,0,0,2,0,5,4,29,4,7,0,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __Owenweeksia;  __uncultured_marine_bacterium
denovo261928,0,0,0,0,0,0,0,3,1,3,147,423,0,0,0,0,0,0,1,0,0,0,43,277,Bacteria;  __Candidate_division_WS3;  __uncultured_bacterium
denovo108788,110,21,0,10,53,2,0,0,0,0,0,0,20,18,130,17,22,1,7,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_bacterium
denovo412332,0,0,0,0,19,15,52,111,60,34,3,9,0,0,9,0,22,15,12,63,8,136,4,3,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo308992,63,16,0,43,154,28,14,3,0,33,0,0,9,23,364,56,84,95,21,16,0,1,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __OCS155_marine_group;  __uncultured_marine_microorganism
denovo483271,0,0,0,2,0,2,2,2,6,5,161,497,0,0,0,0,1,2,3,5,0,0,142,281,Bacteria;  __Candidate_division_OP3;  __uncultured_organism
denovo418568,37,87,0,75,3,3,0,0,0,0,0,0,6,55,89,197,5,2,0,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_Verrucomicrobia_bacterium
denovo2052,350,4,0,5,16,0,4,0,0,0,0,0,140,4,281,0,7,0,9,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_delta_proteobacterium
denovo420899,125,104,0,37,66,15,14,0,0,12,0,0,184,40,496,53,15,22,21,13,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_2;  __uncultured_alpha_proteobacterium
denovo283528,0,1,0,12,2,21,2,72,0,52,0,1,0,0,0,2,2,26,0,177,2,176,0,2,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo3071,0,0,0,1,0,0,0,1,0,0,135,506,0,0,0,0,0,0,0,1,0,0,50,285,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo223251,0,0,0,0,0,0,0,1,0,0,97,502,0,0,0,0,0,0,0,1,0,0,54,332,Bacteria;  __Chloroflexi;  __GIF3;  __uncultured_bacterium
denovo319241,0,0,0,0,0,0,2,0,4,0,130,366,0,0,2,0,0,0,0,0,0,0,112,212,Bacteria;  __Planctomycetes;  __Pla3_lineage;  __uncultured_planctomycete
denovo271025,1,0,0,3,125,11,119,4,47,7,26,4,0,1,11,8,62,19,182,21,9,15,32,21,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodobacterales;  __Rhodobacteraceae;  __Pacificibacter;  __uncultured_bacterium
denovo129668,12,482,0,64,1,5,0,0,0,2,0,0,5,391,8,125,0,13,1,2,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __marine_metagenome
denovo59177,0,32,0,60,3,49,2,23,0,45,0,0,0,44,0,8,1,149,2,248,0,149,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_gamma_proteobacterium
denovo44722,0,0,0,0,0,0,5,0,2,0,471,0,0,0,0,0,2,0,0,0,0,0,475,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __AKAU3564_sediment_group;  __uncultured_bacterium
denovo168267,0,0,0,0,0,0,0,0,1,0,809,0,0,0,0,0,0,0,0,0,0,0,553,1,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfarculales;  __Desulfarculaceae;  __Desulfarculus;  __uncultured_bacterium
denovo403732,0,28,0,11,0,0,0,0,0,0,0,0,1,11,2,6,0,1,0,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_marine_microorganism
denovo411135,98,31,0,17,46,0,11,0,0,1,0,0,27,13,130,13,29,2,3,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo120815,0,1,0,7,4,79,12,131,1,89,0,0,0,3,0,4,3,184,4,297,1,210,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo246687,1,0,0,0,22,1,142,9,793,2,12,0,0,0,5,0,15,1,119,2,33,2,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Desulfobacteraceae;  __Desulfobacula;  __uncultured_delta_proteobacterium
denovo435818,0,0,0,0,3,0,7,4,2,2,129,386,0,0,3,0,4,3,0,4,2,5,107,240,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo108340,0,0,0,0,0,0,0,0,0,0,118,375,0,0,0,0,0,0,2,0,0,0,100,259,Bacteria;  __Chloroflexi;  __GIF3;  __uncultured_bacterium
denovo387189,0,0,0,0,99,8,373,229,294,70,0,0,0,0,0,0,54,14,331,123,8,49,0,0,Bacteria;  __Spirochaetes;  __FGL12-B44;  __uncultured_Firmicutes_bacterium
denovo475646,20,1,0,2,109,0,702,0,3,3,0,0,5,0,286,2,43,0,476,3,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo230642,2,193,0,157,4,17,0,1,0,2,0,0,0,167,29,397,2,31,2,4,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo106829,16,68,0,212,64,85,44,4,2,40,0,0,2,66,20,322,20,191,20,91,0,6,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Nitrospinaceae;  __uncultured;  __uncultured_delta_proteobacterium
denovo421846,0,0,0,6,7,37,35,80,2,192,0,0,0,0,0,3,7,145,3,448,1,245,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo298623,0,0,0,0,5,62,18,77,1,200,0,0,0,1,0,0,2,167,3,627,5,190,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __Sva0996_marine_group;  __uncultured_actinobacterium
denovo452421,41,45,0,26,16,8,0,0,0,6,0,0,9,38,51,68,3,14,1,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo351518,24,134,0,143,13,17,1,0,0,1,0,0,2,117,90,271,8,56,0,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Opitutae;  __MB11C04_marine_group;  __uncultured_marine_microorganism
denovo295200,14,188,0,61,91,28,5,2,2,2,0,1,2,146,45,46,20,35,4,3,0,3,1,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Oceanospirillaceae;  __Marinomonas;  __Marinomonas_sp._S3726
denovo41796,0,33,0,300,6,161,1,1,0,90,0,0,1,60,4,37,6,300,0,213,0,3,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Nitrospinaceae;  __Nitrospina;  __uncultured_delta_proteobacterium
denovo184679,25,5,0,5,570,6,2,0,1,1,0,0,7,5,112,1,179,26,5,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_bacterium
denovo203484,0,3,0,9,2,0,1,0,3,2,0,5,0,5,5,3,0,1,0,3,0,1,2,2,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __OM60(NOR5)_clade;  __uncultured_gamma_proteobacterium_HF0010_05D02
denovo257738,137,148,0,93,103,13,4,0,0,0,0,0,12,114,196,201,32,18,2,0,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo399540,0,0,0,4,0,0,35,2,192,0,16,11,0,0,1,0,3,1,14,0,9,3,11,7,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __MSBL9;  __uncultured_Planctomycetales_bacterium
denovo305250,4,4,0,50,388,108,38,0,0,22,0,0,0,3,145,83,244,157,94,17,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __uncultured;  __uncultured_bacterium
denovo28042,58,39,0,51,42,9,0,0,0,0,0,0,36,27,245,109,11,10,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __WCHB1-69;  __uncultured_bacterium
denovo389492,112,183,0,118,54,3,1,0,0,0,0,0,14,146,385,383,19,3,3,1,0,0,1,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo456367,31,5,0,10,22,3,1,0,0,2,0,0,269,4,1242,19,2,10,2,2,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
denovo75288,78,50,0,20,6,2,2,1,5,0,3,2,30,33,47,41,0,0,1,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Chromatiaceae;  __Nitrosococcus;  __uncultured_bacterium
denovo87700,0,0,0,0,8,6,11,11,1,7,0,0,0,0,0,0,5,6,3,14,0,19,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
